,Pre-selection,bbFatJetPt_JES_up >= 350,VVFatJetPt_JES_up >= 350,bbFatJetPt_JES_up >= 400 or VVFatJetPt_JES_up >= 400,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
X[2000]->H(bb)Y[125](VV),11.479933993403646,11.41567808744344,11.385856471955515,11.367058320170903,1.8312458034480423,0.8919513640398943,0.4915187318788936,0.4910520220391619,0.48951831895596065
