,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScore_JER_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,1.108127280079604,1.108127280079604,1.1000283455508442,1.093563222944563,0.08549527619293294,0.058488393732499984,0.053517055918428855,0.0534393959521097,0.053222408668026966,,,
QCD,900603.372757249,1219440.0804636534,1208523.5722318934,1200033.7819080197,58.01019968525641,12.57486236168873,12.57486236168873,12.57486236168873,12.57486236168873,,,
TT,76537.02908224265,76537.02908224265,76057.90175062326,75546.39913344698,21.85505163985625,4.1587374930444865,4.064144778533307,3.7354693674819806,3.38820540915594,,,
ST,6617.229257123121,6617.229257123121,6569.594060609604,6535.389534232395,1.9467809130801808,0.3627477842497195,0.3627477842497195,0.3627477842497195,0.3627477842497195,,,
W+Jets,12421.273275458932,12421.273275458932,12341.825146611021,12264.924202464117,4.758136068592083,0.3048935812949931,0.3048935812949931,0.3048935812949931,0.3048935812949931,,,
Z+Jets,14717.02364266734,14717.02364266734,14601.95480697945,14517.83317032325,2.6376706710283657,1.2861024132919074,1.2861024132919074,1.2861024132919074,1.2861024132919074,,,
Diboson,703.6912877316817,703.6912877316817,699.274850691623,695.7930322677172,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,138.81856362723408,138.81856362723408,138.1359310079184,137.16716893739732,0.0,0.0,0.0,0.0,0.0,,,
VBFHbb,40.60062332311162,40.60062332311162,40.474722810632116,40.36086441370259,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,38.56092725636813,38.56092725636813,38.29663889299799,38.13726355471172,0.007126048417925865,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,,,
WHbb,66.232275837835,66.232275837835,65.79172252987414,65.57398960849181,0.011822148038461931,0.011822148038461931,0.011822148038461931,0.011822148038461931,0.011822148038461931,,,
ggZHbb,5.921431593700421,5.921431593700421,5.887904683527691,5.855217962847878,0.00047704591933229177,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,,,
ttHbb,187.9810602386041,187.9810602386041,186.88290996039103,185.72296875559454,0.053660382564284924,0.025037705180315627,0.025037705180315627,0.021890330034540516,0.01794298345961297,,,
HWW,97.55810924622651,97.55810924622651,97.04385400611787,96.33153606063196,0.863436316715094,0.2359272104094723,0.21942768554258574,0.2051187214568951,0.19579422079491338,,,
Data,1331012.0,1331012.0,,,,49.0,47.0,47.0,47.0,1331012.0,1331012.0,266.0
