,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScore_JES_down >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,1.108127280079604,1.108127280079604,1.0917069850409113,1.0781356268307336,0.0845304774282817,0.0577905259040863,0.052887279770218884,0.05282553624189621,0.052595688839214505,,,
QCD,900603.372757249,1219440.0804636534,1195253.18073095,1177719.865509848,58.01019968525641,12.57486236168873,12.57486236168873,12.57486236168873,12.57486236168873,,,
TT,76537.02908224265,76537.02908224265,75455.8672753345,74346.61812260182,22.29146995775226,4.2317471338328465,4.137154419321668,3.5991699514130633,3.2519059930870227,,,
ST,6617.229257123121,6617.229257123121,6513.894336293484,6437.416751030387,2.2265766588737717,0.28877678469869006,0.28877678469869006,0.28877678469869006,0.28877678469869006,,,
W+Jets,12421.273275458932,12421.273275458932,12242.321861551814,12084.680852048914,4.382306951320843,0.2301133473902625,0.2301133473902625,0.2301133473902625,0.2301133473902625,,,
Z+Jets,14717.02364266734,14717.02364266734,14468.821057932211,14291.993481946272,2.4927237525974504,1.139051646228813,1.139051646228813,1.139051646228813,1.139051646228813,,,
Diboson,703.6912877316817,703.6912877316817,693.0662177097603,685.7998823459604,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,138.81856362723408,138.81856362723408,137.1939721773011,135.31119077640614,0.0,0.0,0.0,0.0,0.0,,,
VBFHbb,40.60062332311162,40.60062332311162,40.24272494114581,39.87078912776376,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,38.56092725636813,38.56092725636813,38.05426925581597,37.73628835069991,0.007126048417925865,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,,,
WHbb,66.232275837835,66.232275837835,65.32166411216625,64.87958091280734,0.010849175861960554,0.010849175861960554,0.010849175861960554,0.010849175861960554,0.010849175861960554,,,
ggZHbb,5.921431593700421,5.921431593700421,5.849255584936747,5.77720182418215,0.0008239131168040405,0.00058387037631776,0.00058387037631776,0.00058387037631776,0.00058387037631776,,,
ttHbb,187.9810602386041,187.9810602386041,185.57110999047728,183.10434371442994,0.05602207806166407,0.025073895648437733,0.025073895648437733,0.021926520502662625,0.017979173927735074,,,
HWW,97.55810924622651,97.55810924622651,96.30840345343226,94.86719745065234,0.8760920252591671,0.2327249182397702,0.2185510978053659,0.20351112993828874,0.19418662927630698,,,
Data,1331012.0,1331012.0,,,,49.0,47.0,47.0,47.0,1331012.0,1331012.0,266.0
