,Pre-selection,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.707604442651338,1.7027388014877949,1.698663049766168,0.562170631195539,0.5612415907145442,0.5577784491706115
ggHH_kl_2p45_kt_1_HHbbVV,1.3241388200626198,1.320836728851634,1.3183037659471453,0.4600376972700905,0.4589982145104047,0.4559962126921267
ggHH_kl_5_kt_1_HHbbVV,1.4508910488810343,1.447807264380078,1.4444991415731718,0.6570852778173603,0.6561378400513812,0.6524532973058499
ggHH_kl_0_kt_1_HHbbVV,2.1477952506518774,2.140961360940742,2.1359753311917182,0.7150954791685813,0.7136312537950651,0.7085600000628424
VBFHHbbVV,0.039351255043260674,0.03924616046420164,0.03911989412167233,0.01380736340089262,0.01374294212383026,0.013647111569824788
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.850774857519824,25.82400592855233,25.8066669240408,6.885795979343543,6.871333964462257,6.832726365702819
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,43.051166270215305,43.003309922715125,42.969311667108784,11.535057647825047,11.507748905662886,11.433759648929158
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04121564989235026,0.04107439305158276,0.04097565298208205,0.019950870808460686,0.019885223576577404,0.019730318359594032
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.636072490178208,23.61286589586387,23.598724767229626,6.2902057258571595,6.277548973989963,6.239378202862578
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.09948955172295723,0.0992020495099,0.0988927604781206,0.030272820352946067,0.030225058447848,0.029959630329785027
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,13.992880700486808,13.977902824630755,13.96888511777085,3.754929823921529,3.7468106685244593,3.7254866030679703
