,Pre-selection,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScore_JES_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.707604442651338,1.7075985364556217,1.707577313853422,0.1830404535018692,0.12590215072740454,0.110529943329127,0.11035779894030828,0.10993196184445447
ggHH_kl_2p45_kt_1_HHbbVV,1.3241388200626198,1.3241021014867034,1.3240873922312537,0.13923170816510466,0.09548051505759084,0.08195175530024583,0.08185196889287205,0.08144958083911823
ggHH_kl_5_kt_1_HHbbVV,1.4508910488810343,1.450796933435709,1.4507929098073984,0.10937313900248496,0.07457394877526588,0.06437161961055948,0.06429830766924394,0.0642061290261641
ggHH_kl_0_kt_1_HHbbVV,2.1477952506518774,2.147806420302488,2.1477186419747176,0.2218856060855588,0.15008150345230747,0.13168838972587943,0.13146897733191798,0.13089555135053826
VBFHHbbVV,0.039351255043260674,0.03934698435071139,0.03934677884299076,0.0034657092164346523,0.002432393257423216,0.001424903876903009,0.0014208765740834437,0.001417919938800981
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.850774857519824,25.850419822107078,25.850351817971422,3.4246428098107367,2.58156603906061,1.0655077974744052,1.0632878179511533,1.0592425349680785
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,43.051166270215305,43.05066644466481,43.050235311548946,5.692248404590266,4.286409759177837,1.78536393620645,1.7810911536383294,1.7720748530075496
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04121564989235026,0.0412150601628429,0.041211004244295794,0.0020797893360758827,0.0014591276237132349,0.0008766282335239517,0.0008747667622857893,0.0008747667622857893
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.636072490178208,23.63577445845703,23.635591489542456,3.1228297122166127,2.3486478927453436,0.9567563985421856,0.954772771423659,0.9507234225517668
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.09948955172295723,0.09948828864083283,0.09948751038982892,0.011867959982717335,0.00853060639839464,0.004802133635048904,0.004799905621205134,0.004786374036436734
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,13.992880700486808,13.992659423170474,13.992624901671212,1.8411694786490007,1.3828497223539444,0.5680416986033832,0.5670505655434943,0.5643196431636013
