,Pre-selection,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.707604442651338,1.7075985364556217,1.707577313853422,1.142091080667776,1.1403179357559228,1.1346774945693432
ggHH_kl_2p45_kt_1_HHbbVV,1.3241388200626198,1.3241021014867034,1.3240873922312537,0.8616233498816864,0.8603950411777884,0.856037473983963
ggHH_kl_5_kt_1_HHbbVV,1.4508910488810343,1.450796933435709,1.4507929098073984,0.7907030364042366,0.7895972763273547,0.7859051542558222
ggHH_kl_0_kt_1_HHbbVV,2.1477952506518774,2.147806420302488,2.1477186419747176,1.428038382888876,1.42560845506005,1.4191866558973725
VBFHHbbVV,0.039351255043260674,0.03934698435071139,0.03934677884299076,0.02545141676712593,0.025406140296475116,0.025269778713635307
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.850774857519824,25.850419822107078,25.850351817971422,18.949237645401144,18.915407131148434,18.83804700345215
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,43.051166270215305,43.05066644466481,43.050235311548946,31.485691086333638,31.424439411301215,31.28404642552571
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04121564989235026,0.0412150601628429,0.041211004244295794,0.021145321430866126,0.0210729903714445,0.02096739483298343
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.636072490178208,23.63577445845703,23.635591489542456,17.332199848314822,17.30092088350565,17.228000344430406
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.09948955172295723,0.09948828864083283,0.09948751038982892,0.06897957126389144,0.06878808137251793,0.06839210554208124
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,13.992880700486808,13.992659423170474,13.992624901671212,10.229793040656128,10.21153391318811,10.168582278593863
